ID,split,source,source_text,gpt_msa_detox,gpt_gulf_detox,gpt_levantine_detox,gpt_egyptian_detox
46,train,L-HSAB,مشيخه السرقه وباكاويه النهب والكذب والدجل والعماله,هذه المشيخة ارتبط اسمها بالفساد والنهب والتضليل والارتهان للخارج بحسب منتقديها.,منظومة السرقة ونهج النهب والكذب والتضليل والارتهان,منظومة السرقة وخط نهب وكذب وتضليل وارتهان,منظومة السرقة ومسار النهب والكذب والتضليل والارتهان
47,train,L-HSAB,هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي,"هذا أسلوبهم في الحوار، فهم اعتادوا على لغة التهجم بدلاً من النقاش.","هذا اسلوبهم في الحوار مثل معلمهم، متعودين على اسلوب جارح بدل النقاش المحترم.","هيك اسلوبهم بالحوار متل معلمهم، متعودين على اسلوب جارح بدل النقاش المحترم.","ده اسلوبهم في الحوار زي معلمهم، متعودين على اسلوب جارح بدل النقاش المحترم."
48,train,L-HSAB,وئام وهاب انت مشروع فتنه درزيه انت يا من تتغني بدرزيتك كل يوم كيف سمحت لك درزيتك ان تكون راس حربه ل,"وئام وهاب، أرى أنك تساهم في تأجيج الفتنة داخل الطائفة الدرزية رغم حديثك المستمر باسمها.","وئام وهاب انت مشروع فتنة درزية. انت كل يوم تتغنى بدرزيتك، كيف سمحت لك درزيتك تكون راس حربة لهالنهج؟","وئام وهاب انت مشروع فتنة درزية. كل يوم بتتغنى بدرزيتك، كيف قبلت تكون راس حربة لهالمسار؟","وئام وهاب انت مشروع فتنة درزية. كل يوم بتتغنى بدرزيتك، ازاي سمحت لدرزيتك تبقى راس حربة في الاتجاه ده؟"
49,train,L-HSAB,لو الكل بيرشق هالسياسيين العرب بالسرامي بكون شي كتير منيح علي الاقل بيعرفوا قيمتهم عند الشعوب,لو تمت محاسبة هؤلاء السياسيين شعبياً بشكل حقيقي لأدركوا حجم الغضب تجاه أدائهم.,"لو الناس كلها تواجه هالسياسيين العرب بقسوة وتحمّلهم المسؤولية، بيكون شي ممتاز، عالأقل يعرفون قيمتهم عند الشعوب.","لو الكل يواجه هالسياسيين العرب بقسوة ويحملهم المسؤولية، بكون اشي كتير منيح، على الاقل بيعرفوا قيمتهم عند الشعوب.","لو الناس كلها تواجه الساسة العرب بحزم وتحاسبهم، هيبقى ده كويس جدا، على الاقل يعرفوا قيمتهم عند الشعوب."
50,train,L-HSAB,حشره سودانيه اخوانيه مهمتك نشر الكذب و العهر حذاء ايراني تموله قطرائيل,أنت متهم بنشر معلومات مضللة وخدمة أجندات خارجية مرتبطة بإيران وقطر.,"جهة سودانية محسوبة على الإخوان مهمتك نشر الأكاذيب والتلاعب، وأنت أداة لإيران وتمويلك جاي من قطر وإسرائيل.","جهة سودانية محسوبة على الإخوان شغلكم نشر الكذب والتضليل، وإنتو أداة لإيران وممولين من قطر وإسرائيل.","جهة سودانية محسوبة على الإخوان مهمتها نشر الكدب والتضليل، وأنتو أداة لإيران وتمويلكم جاي من قطر وإسرائيل."
51,train,L-HSAB,و الله يا رفيقه طلعلي حب شباب علي حبالي الصوتيه و انا عم قلهم بس فالجشعب تنح لا ينخبز و لا ينعجن,"والله يا رفيقة، تعبت من محاولة إقناع الناس بواقع يبدو أنهم يرفضون الاعتراف به.","والله يا رفيقة طلع لي حب شباب على حبالي الصوتية و أنا أقول لهم بس بعض الناس عنيدين، لا ينفع معهم لا لين ولا شدة.","والله يا رفيقة طلعلي حب شباب على حبالي الصوتية و أنا عم بحكيلهم بس في ناس عناد، لا بينفع معهم لا لين ولا شدة.","والله يا رفيقة طلعلي حب شباب على الأحبال الصوتية وأنا بقولهم، بس في ناس عناد، لا بينفع معاهم لا لين ولا شدة."
52,train,L-HSAB,هذول نفسهم بيحبوا الاسد ومعتقلين ان الثوره السوريه مؤامره ويؤيدون قصف المدنيين بصراحه ازبل من اليمين,"هؤلاء يدعمون الأسد ويعتبرون الثورة السورية مؤامرة ويبررون قصف المدنيين، وهذا ما أرفضه تماماً.",هذولا نفسهم يحبون الاسد ويزعمون ان الثوره السوريه مؤامره ويؤيدون قصف المدنيين. بصراحه اسوأ من اليمين.,هدول نفسهم بحبوا الاسد وبحكوا انو الثوره السوريه مؤامره وبدعموا قصف المدنيين. بصراحه اسوأ من اليمين.,دول نفسهم بيحبوا الاسد وبيقولوا ان الثوره السوريه مؤامره وبيأيدوا قصف المدنيين. بصراحه اسوأ من اليمين.
53,train,L-HSAB,حمير,أشخاص يفتقرون إلى الحد الأدنى من الوعي والفهم.,"تصرفاتكم غير مقبولة ومحبطة، ولا تليق بأي مستوى من المسؤولية.","تصرفاتكم فعلاً مستفزة ومخيبة، وما بترتقي لمستوى المسؤولية.",تصرفاتكم دي مستفزة ومخيبة ومش على قد المسؤولية خالص.
54,train,L-HSAB,الزناديق هم من يقومون بتغطيه ال جنبلاط المرتدين الناكثين لديننا لا تناصر الباطل فهو سيبقي باطل,"هناك من يغطي على مواقف آل جنبلاط رغم أنني أراها مخالفة لما أؤمن به، والباطل يبقى باطلاً.","اللي قاعدين يغطون على جنبلاط ومن معه اللي نكثوا العهد وخالفوا ديننا يتحملون المسؤولية. لا تساند الباطل، لأنه بيبقى باطل.","اللي بيدافعوا وبيغطوا على جنبلاط واللي معه واللي نكثوا العهد وخالفوا ديننا عليهم مسؤولية كبيرة. لا تواقف مع الباطل، لأنه رح يضل باطل.","اللي بيغطوا على جنبلاط واللي معاه واللي نكثوا العهد وخالفوا ديننا شايلين مسؤولية كبيرة. ما تقفش مع الباطل، لأنه هيفضل باطل."
55,train,L-HSAB,شعوب مرتزقه اين ما يحل المال تركضون وراءه ولو علي حساب شرفكم,أرى أن بعض الشعوب تضع المصالح المادية فوق المبادئ في كثير من الأحيان.,بعض الناس وين ما يطلع لهم مال يركضون وراه حتى لو كان على حساب كرامتهم. هالشي مرفوض وما ينبلع.,في ناس وين ما يكون في مصاري بيلحقوها حتى لو على حساب كرامتهم. هاد تصرف مرفوض ومخزي.,في ناس أول ما يشوفوا فلوس يجروا وراها حتى لو على حساب كرامتهم. التصرف ده مرفوض ومخزي.
56,train,L-HSAB,صدقت جبران باسيل مازال بالزباله ولم ولن يخرج هو واعوانه,"أوافقك الرأي، فجبران باسيل ما زال يمثل نموذجاً للفشل السياسي في نظر كثير من اللبنانيين.","جبران باسيل ما زال في أسوأ حالاته سياسياً، وما راح يطلع هو ومعه جماعته.","جبران باسيل لسه بوضع مزري سياسياً، ومش رح يطلع هو وأتباعه.","جبران باسيل لسه في أسوأ حالة سياسياً، ومش هيطلع هو ومعاه جماعته."
57,train,L-HSAB,اصلا مع هيك عالم لازم نستخدم لغه الصرامي يا نعال الجنبلاط,مع بعض الأشخاص لا ينفع إلا الخطاب الحازم بسبب إصرارهم على تجاهل الحقائق.,للأسف مع هالعالم ما ينفع إلا الكلام القاسي. يا وليد جنبلاط تحمّل نقدنا لأن الوضع ما عاد يُحتمل.,عنجد مع هيك ناس ما بنفع غير الحكي القاسي. يا وليد جنبلاط تحمّل النقد لأنه الوضع ما عاد ينطاق.,بصراحة مع النوعية دي مابينفعش غير الكلام القاسي. يا وليد جنبلاط استحمل النقد لإن الوضع مبقاش يتشال.
