ID,split,source,source_text,gemini_msa_detox,gemini_gulf_detox,gemini_levantine_detox,gemini_egyptian_detox
39,train,L-HSAB,كتله الاخوه كتاب العدل بيطلعلهم وزير بالحكومه عقده بيت نعيم,حصول كتلة كتاب العدل على حقيبة وزارية في الحكومة يعكس حجم نفوذ وتدخل عائلة نعيم في المشهد.,"التيار اللي له توجهات معينة، قدروا يخلّون كتاب العدل يصير لهم وزير في الحكومة، وهذا كله من معقل نفوذ بيت نعيم.",كتلة الإخوة كتاب العدل صار بيطلع لهم وزير بالحكومة؟ ويا ريت نعرف شو المؤهلات اللي خلت الاختيار يوقع على حدا من بيت نعيم تحديدًا.,"كتلة كتاب العدل بيكون ليهم تمثيل وزاري في الحكومة، والواضح إن النفوذ ده كله بيرجع لعائلة نعيم."
40,train,L-HSAB,دميم الكلب ليس له مكان بين العرب اشراف انه حثاله وامير الشواذ والمخنثين مرحبا به في اي مكان او زمان,"الشخصية المعنية لا مكان لها بين العرب الشرفاء، ويُتهم بدعم توجهات وسلوكيات تُعتبر مخالفة للقيم المجتمعية الأصيلة، حيث يجد الترحيب في الأوساط التي تتبنى مثل هذه التوجهات.","هذا الشخص، تصرفاته وأفكاره ما تليق بمجتمعنا اللي يعتز بأصالته وقيمه. نشوف إن دعمه وترويجه لسلوكيات وأفكار تخالف فطرتنا ومبادئ ديننا يخليه ما له مكان بيننا. يمكن يلقى الترحيب في بيئات ثانية تتوافق مع توجهاته.","هالشخص ما إله مكان بين أهلنا اللي بيعتزوا بقيمهم وأصالتهم. هو بيمثل توجهات ما بتتماشى مع عاداتنا وتقاليدنا، وأكيد رح يلاقي ترحيب عند اللي بيشبهوه.","دميم ملوش مكان وسط الناس اللي ليها أصل ومبادئ، وجوده بينا غير مقبول. هو أمير كل اللي بيخالفوا الفطرة السليمة. أهلاً وسهلاً بيه في أي مكان أو زمان."
41,train,L-HSAB,نسيت انو التيار اسمو التوحيد حتي بالهبل بيتوحدوا اي والحمرنه كمان,"لقد نسيت أن التيار يسمى 'التوحيد'، ويبدو أنهم يتوحدون حتى في القرارات غير العقلانية والتمسك بالأفكار الخاطئة.","نسيت إن التيار اسمه التوحيد، حتى في الأمور اللي ما لها سنع يتوحدون، وفي سوء التدبير بعد.","نسيت إنه التيار اسمه التوحيد، حتى بالأمور اللي بتثير التساؤل عن مدى صوابها، بتلاقيهم متوحدين، وكمان بالأشياء اللي بتفتقر للمنطق.","نسيت إن التيار اسمه التوحيد، حتى في الأفكار اللي ممكن تكون مش منطقية بيتجمعوا، وكمان في التمسك بآراء غريبة."
42,train,L-HSAB,علي من تقرا مزاميرك يا داوود وليد جان بولاد اصلو تركماني لا يمكن ان تترجي او تتمني عليه فهو مجرم موص,"لا فائدة من توجيه المناشدات أو تعليق الآمال على وليد جنبلاط، فهو شخص متورط في الجرائم ولا يمكن الوثوق به.","يا جماعة، ما فيه داعي نضيع وقتنا مع وليد جان بولاد. هذا الشخص ما ينفع معه لا رجاء ولا أمل، ومعروف عنه إنه مجرم.","يا وليد جنبلاط، على مين بدك تقرا مزاميرك؟ ما في أمل منه، لأنه مجرم موصوف.","على مين بتقرا زابورك يا داوود؟ وليد جنبلاط ده مفيش فايدة منه، معروف عنه أفعاله الإجرامية."
43,train,L-HSAB,معرفي قطر كل عمري داعمي الارهاب لا بد من قطع يدهم,"طوال حياتي وأنا أرى أن قطر تقدم الدعم للإرهاب، ولذلك يجب اتخاذ إجراءات حازمة لقطع هذا الدعم.","من اللي نعرفه عن قطر طول عمرنا، هم داعمين للإرهاب. لازم نوقفهم عند حدهم.","من زمان وأنا بعرف إنّو قطر داعمة للإرهاب، ولازم نوقفهم عند حدهم.","طول عمري شايف إن قطر بتدعم الإرهاب، ولازم نوقفهم عند حدهم."
44,train,L-HSAB,تسلم يا قائد دايما بتحط النقط عالحروق سلطه فاسده وعاهره سلبوا ونهبوا البلد,نشكرك يا قائد على طرحك الصريح والدائم للقضايا الحساسة. السلطة فاسدة وقد قامت بسلب ونهب البلاد.,"تسلم يا قائد، دايمًا تحط النقاط على الحروق. سلطة فاسدة وخائنة سلبت ونهبت البلد.","تسلم يا قائد، دايماً بتحط النقط على الحروف. سلطة فاسدة لا ضمير لها، سلبوا ونهبوا البلد.","تسلم يا قائد، دايماً بتحط النقط على الحروف. فيه سلطة فاسدة وغير أمينة، سلبوا ونهبوا البلد."
45,dev,L-HSAB,يا ابن اللقيط ابن ال سلول القذر انت ومعلمك الخنزير ابن سلمان المنشار المتعامل مع اليهو,"أستنكر بشدة مواقف أولئك الذين يتبعون إرث آل سعود، وأرفض سياسات ابن سلمان وممارساته الصارمة وتعاملاته المثيرة للجدل مع أطراف خارجية.","يا اللي ماشيين على درب اللي يوجهكم، بخصوص اللي ينقال عن توجهاتكم للتقارب مع إسرائيل.","يا اللي بتدافع عن هذا النهج، وعن معلمك ولي العهد اللي بيتعامل مع إسرائيل، وتصرفاته عليها علامات استفهام كبيرة.","يا اللي بتتبنى التوجه ده، أنت ومعلمك ابن سلمان المنشار، اللي بيتعامل مع اليهود."
46,train,L-HSAB,مشيخه السرقه وباكاويه النهب والكذب والدجل والعماله,"هذه القيادة السياسية قائمة على الفساد المنظم، ونهب المقدرات، وممارسة الكذب والتضليل، والتبعية لأجندات خارجية.","يا جماعة، فيه علامات استفهام كبيرة على الأسلوب المتبع في الإدارة، خصوصاً فيما يخص استغلال الموارد وتبديدها. والشفافية والمصداقية في طرح الحقائق غايبة، وهناك تخوفات من وجود أجندات خارجية مؤثرة.","فساد مالي وإداري مستشري، مع تضليل للرأي العام وتلاعب بالحقائق، وخدمة لأجندات خارجية على حساب الوطن.","المؤسسة اللي بتعتمد على السرقة والنهب، ده غير الكذب والدجل والعمالة."
47,train,L-HSAB,هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي,"هذا هو أسلوبهم في الحوار، على غرار نهج قيادتهم، فهم معتادون على فرض الرأي بدلاً من النقاش البناء.","هذا أسلوبهم في الحوار، مثل معلمهم تماماً، وكأنهم متعودين على أسلوب يفتقر للاحترام.","هاد أسلوبهم بالحوار، وواضح إنهم متعودين عليه، يمكن متأثرين باللي بيوجههم.","ده أسلوبهم في الحوار زي معلمهم، متعودين على أسلوب حوار فيه قلة أدب."
48,train,L-HSAB,وئام وهاب انت مشروع فتنه درزيه انت يا من تتغني بدرزيتك كل يوم كيف سمحت لك درزيتك ان تكون راس حربه ل,"السيد وئام وهاب، نرى في تصرفاتك ما يمثل مشروعًا لزرع الفتنة داخل المجتمع الدرزي. كيف يمكن لشخص يشدد يوميًا على هويته الدرزية أن يكون في طليعة ما يهدد وحدتها؟","يا وئام وهاب، يبدو إنك قاعد تشتغل على مشروع فتنة درزية. أنت اللي كل يوم تتغنى بهويتك الدرزية، كيف هويتك هذي تسمح لك تكون في واجهة عمل يهدف لـ...","وئام وهاب، نهجك وتصرفاتك ممكن تكون سبب لفتنة وانقسام داخل الطائفة الدرزية. يا اللي كل يوم بتتباهى وبتشدد على درزيتك، كيف بتسمح لهويتك تكون رأس حربة لتوجهات ممكن تضرّ بمصلحة الطائفة وتفرّق صفوفها؟","يا أستاذ وئام وهاب، أفعالك بتخلق جو من الفتنة والانقسام جوه الطايفة الدرزية. يا اللي بتتباهى بدرزيتك كل يوم، إزاي درزيتك سمحتلك تكون راس حربة لـ..."
